01;5;3;7;00005
01;5;2;8;00006
01;5;3;0;00007
01;5;3;1;00008
01;5;4;7;00009
03;6;5;6;00012
03;6;5;6;00014
01;6;4;8;00015
05;6;1;2;00016
01;6;3;3;00017
04;6;6;0;00020
04;6;5;0;00022
04;6;4;0;00024
05;0;1;4;00025
05;0;1;1;00027
02;6;7;4;00030
03;1;5;4;00033
03;2;5;4;00036
05;2;4;0;00040
05;2;4;7;00043
02;6;8;6;00046
05;0;4;5;00049
05;0;4;1;00052
05;0;2;7;00053
04;2;5;0;00056
04;2;4;0;00060
01;1;3;7;00065
01;1;2;8;00066
01;1;3;0;00067
03;6;5;4;00070
05;6;1;0;00072
05;2;1;2;00073
05;2;1;2;00075
02;6;9;8;00077
03;6;6;6;00084
02;2;6;6;00087
05;4;1;0;00090
05;4;1;0;00092
05;4;1;0;00094
05;4;1;0;00097
05;6;9;0;00100
05;6;4;0;00103
01;0;3;3;00105
01;0;1;5;00110
01;0;4;5;00113
01;0;3;4;00115
01;0;1;0;00120
01;3;1;0;00123
01;3;3;7;00126
01;0;3;7;00128
01;3;2;7;00130
01;3;3;7;00135
01;3;1;8;00138
01;6;2;8;00140
01;6;3;8;00142
01;3;2;6;00145
01;3;2;6;00147
01;3;3;6;00149
02;2;6;0;00150
05;3;2;0;00153
05;3;3;0;00156
05;3;4;0;00158
02;6;8;6;00160
05;3;4;0;00163
05;3;4;0;00166
02;2;7;6;00170
05;3;4;0;00173
05;2;2;0;00175
05;2;3;0;00177
05;2;4;0;00180
04;2;4;0;00183
03;2;5;4;00185
03;2;5;4;00188
04;6;4;0;00190
02;2;9;0;00195
05;0;4;0;00200
05;0;2;4;00203
02;6;9;6;00205
03;2;5;8;00207
03;0;5;8;00210
